medianV1,medianV2,medianV3,medianV4,medianV5,medianV6,medianV7,medianV8,medianV9,medianV10,medianV11,medianV12,medianV13,medianV14,medianV15,medianV16,medianV17,medianV18,medianV23,medianV34,medianV36,medianV37,medianV39,medianV40,medianV41,medianV43,medianV45,medianV46,medianV47,medianV48,medianV49,medianV51,medianV52,medianV53,medianV54,medianV57,death_toll,total_cases
65.697036145116,98.0801235807033,21.195808,44.892139,103.83027,31.205694,223.1689,41.528923,2.238317,10.70255,3.2336829,8.141983,0.58579302,10.299352,99.081528,3.953439,0.56111157,1.7218341,59.150272,22.170424,436.641414052884,3146.32726626482,18.4530046204576,240.378415969553,1994.96469225237,265.141829723329,1.04292130477764,0.959873474383906,13.5061135454717,1.10423683276094,190.395113187694,42.126845016742,1.59451870999112,6.42641285825064,7.6446912795165,69.785194,0.005181148704566932,0.01295234602334482
119.746980178364,308.83700451499,346.37711,52.662483,37.799557,11.612246,223.8385,57.592403,1.8344243,16.775187,37.970745,0.77033937,1.6955276,10.728289,250.90125,17.041721,0.66502458,0.54573601,37.814545,28.796164,444.466790753934,1997.18839302902,16.6935201042793,303.358851506823,2624.15183166021,1124.85183053995,1.06015215787454,1.29592564655568,13.458251591844,1.67414548753574,266.296533556689,179.500621945989,1.71755613861766,7.97019990870521,7.2742863072773,32.784134,0.0011657392441151927,0.005086519375670281
138.874360391486,129.083756861599,185.78363,73.031693,40.181362,12.272771,252.81401,31.213772,73.437065,61.572414,18.317291,87.373001,16.681358,82.866829,905.83331,25.732252,0.70545745,0.70091945,66.66304,30.178339,851.207773742015,3273.05588904298,8.05330744281639,296.269134605471,3078.15288727218,2685.17002390473,1.1164247615923,1.65071557950374,29.5772267884471,2.29915420531083,269.593547176627,128.67337529473,5.0636765602551,15.1717984639958,7.99507488960318,113.73978,0.03504019491152088,0.16954144158086826
107.577819790244,123.284746613244,182.97229,57.068127,40.563808,31.72938,337.6423,37.176285,38.369564,29.644594,40.510838,29.83013,20.24194,64.533173,142.87254,24.493475,1.0948507,0.88581818,80.111176,29.379988,597.073541229581,3047.26835473608,17.7703980569793,290.625190751955,2120.09914336182,331.817549945321,1.28847372611682,1.66548903821843,23.5327565353388,1.36378602232106,419.596540850477,84.8658402288831,2.19713318940908,7.37901780348093,8.51432630945411,129.18573,0.006314910783718298,0.18929277707259567
93.9957873084252,123.803276050558,51.336121,7.0107551,3.5750091,1.5647686,174.3277,10.813137,24.181776,86.668518,11.592589,30.11471,32.414005,38.994038,210.08368,11.00135,0.23247604,0.56087714,76.577568,11.5861,636.934696498777,1676.14377807557,13.2931665344902,185.628053426715,1640.32948111676,815.862749988454,1.16952880534988,1.42603525253498,18.2623023513008,1.22532001194784,440.697490671235,53.5166045648426,2.60830707778835,8.42458342005791,9.163603085231212,136.43828,0.09103480463391854,0.33455502848047736
91.2343636248976,95.9320965742062,48.166283,95.709129,14.707998,18.904337,219.78244,23.301861,105.88303,62.352047,47.903053,39.851437,18.938601,93.919319,67.382896,26.152256,2.5729616,0.67972845,102.42704,25.492651,856.003351789622,2869.0296860188,12.5732278422286,337.635242496005,3836.71913996319,1357.95017005009,1.39926064525823,1.61594395207035,20.5261544633213,1.81976452571453,298.729185430624,121.792325879166,4.12928459327145,16.989936929951,12.9529913372586,73.411751,0.0846257668047907,0.502689902519772
95.4918802292613,232.098663906391,33.861351,52.437477,43.499634,2.5189164,158.43718,14.317638,40.500347,36.335537,46.475838,18.645948,9.1676588,18.249258,371.38562,20.492716,0.29361609,0.63735896,96.261978,16.71909,798.053223038141,2379.77778257768,11.9456741205784,189.554586551174,1812.09809423519,798.265625092862,1.09945605787745,1.25902283568772,16.3221484713686,1.13322902435744,236.796823457099,65.5638914664671,3.39287807951326,14.9845466728511,9.81085653775853,104.79646,0.0041188281933789836,0.01523966431550224
131.918999095163,116.791222731272,92.259979,14.006527,23.185005,7.3809805,100.58798,64.890633,16.160709,61.555546,28.575375,24.203852,37.049557,60.652695,127.69965,49.613686,0.71337771,0.48904964,73.70253,21.821533,673.931344637601,2616.95643395881,12.9195719035953,298.279454150176,2778.9565448677,801.600824932621,1.15883335449084,1.89337173212855,21.4801647326749,1.67487972406263,226.859015206113,82.7619222401031,3.93266106359904,8.63172040108533,11.9443920095469,204.82947,0.0036027171152869476,0.011122000380904013
105.732200560184,118.441915626707,71.306808,26.296757,6.4253654,5.3898139,22.89395,29.168003,56.31432,106.23621,21.052032,24.13378,34.934464,61.694271,102.14452,25.742256,1.1965789,0.37518644,61.685146,21.789314,743.610664397916,3030.65612410343,13.7800086752143,288.396765044357,3082.69896333754,884.024340715974,1.30031210141677,1.77235040396101,20.9067918062154,1.76279228234377,248.049238999222,96.8889856516798,3.95234739598051,8.41424498120349,9.794544849721612,116.82293,0.04966826677503379,0.361264396036698
104.818388315147,77.6902062006813,104.85594,42.475826,14.554439,32.699467,300.7825,46.887745,100.09128,99.347092,22.288467,39.93573,31.797594,30.084986,81.256676,33.241627,0.92928702,1.1238561,101.85702,28.099281,789.318255055785,2686.08897202895,14.9596977279242,356.131767820643,3669.97991438034,523.446927887789,1.60408667906864,1.57287987993657,18.1672757111794,1.74182323762509,288.775029654943,104.590479064824,3.74739780460735,7.75155780812915,16.8162282002553,90.98687,0.01912871966264184,0.17503873267156456
73.8386441780645,186.80612617418,40.27504,38.02916,40.528557,6.5110903,142.15721,33.077465,5.6656141,11.758172,32.846394,3.5058517,0.43976325,0.7940743,184.3369,10.865813,0.27460843,0.95279956,57.57209,20.741291,452.861800341989,1934.59513653184,8.74764392488799,292.758104870538,2338.40588359906,1893.40922518401,1.03316068564928,1.18570004212524,12.1484204775766,1.36127246730471,258.628526422135,98.2737276856265,0.339191546419853,9.62792254516447,6.70816256255954,24.18853,8.672592880651158e-06,0.0006322320209994696
103.927446406301,113.152482695833,137.77312,20.381065,4.5454855,3.362921,56.322784,66.089043,28.251694,57.403091,19.680601,9.5546074,64.019539,21.403406,171.20805,64.699837,2.2525835,0.98546106,86.283043,20.452087,798.33087815059,2586.25477106494,8.34770860596335,331.628219003667,3894.72088608902,1549.30849100955,1.41897238615604,1.97396167084378,12.7834707314408,1.5278551696009,285.205217296366,88.7485451260731,3.92324520354555,9.34798791333297,13.2081247493231,95.242668,0.15670176095906263,0.5307494143216034
74.7789709787026,99.0747993700061,11.348101,22.097628,24.736881,12.975444,189.37198,33.57259,25.92745,16.511818,22.205683,9.3055429,1.8899859,7.315793,156.47035,12.395933,0.20193525,0.54068905,49.158695,25.083736,486.852278956784,2133.07355562641,10.9094488578775,311.893844779034,4080.3410106102,1773.85361256152,1.31279590071431,1.1670016186044,13.7102355189073,1.51832234957833,302.496714919663,82.8968791511701,1.88972732869037,8.84483317335316,8.24587693238641,24.470001,0.0003728449877473816,0.0026183886639532025
34.7742152343537,27.0433690504943,20.119246,5.8408184,9.1330576,21.768417,158.21045,59.360329,8.1116972,2.7452917,28.769476,2.8083174,0.52058649,3.060837,105.38062,9.1308947,0.30790582,0.72052145,76.505058,14.457765,444.50276472246,1811.88679203989,17.7223840442428,381.235421340956,2013.68047627528,617.492674894258,0.813906767103119,0.944875862678639,11.8111233326293,0.971201145017719,229.298487305535,31.2965583577953,2.64130607808323,8.43976107126658,10.1308534617122,26.995256,0.00034938566927260805,0.001983132742491001
54.7477881093362,224.999789952963,98.786011,10.369194,28.904947,0.66521132,593.22943,35.285744,0.39718467,8.0641899,41.638355,10.970956,0.51942158,2.8130701,10.778209,3.4463372,0.77520311,0.57530022,45.865078,23.735279,342.984408500658,3977.1776765833,10.3042138932614,336.753451586305,1320.85973367002,307.786748679415,0.882586296576124,0.480944250391321,15.0221514971268,1.1405917025571,115.981018324451,43.2921979840795,2.37402818621116,3.62644900552774,7.53274924536079,35.932251,0.0043251551816551985,0.030085526754436608
95.8909898235129,399.224163158663,89.35437,4.0670071,18.093584,11.499604,61.146412,25.788956,33.612144,73.349098,22.727261,14.135935,45.210415,502.98071,50.426922,41.838608,1.7293736,0.72598857,61.87421,20.385239,445.456367704306,2663.32908055095,8.2556723655669,195.594203503067,2208.82087453082,801.734762792943,0.961510455353366,0.985833941014749,37.6708062357687,2.06262587033967,249.149268114446,93.83813839673732,5.40027267110549,12.7119740227143,8.000733950376,131.36078,0.08125669014129779,0.2563542860261207
